gRNA	XR029	XR030	XR031	XR032	XR033	XR034	XR035	XR036	XR037	XR038	XR039	group
SIN3A@07616	1117	1501	243	215	325	1321	376	607	447	4995	1305	test
SIN3A@07617	6733	3507	2097	2352	2890	8301	8476	5711	1854	9031	2318	test
SIN3A@07618	1238	1617	247	32	105	2488	3381	2449	1647	2757	485	test
SIN3A@07619	1746	2755	655	93	312	702	3726	871	983	1483	2357	test
SIN3A@07620	791	2184	92	40	96	1037	3973	565	804	2096	898	test
SIN3A@07621	609	2082	80	14	97	847	1815	1763	867	1086	74	test
SIN3A@07622	9452	4841	3087	3619	3997	9718	4724	3176	2196	12327	1468	test
SIN3A@07623	3438	2834	737	915	1050	4095	5083	322	289	4935	1391	test
SIN3A@07624	4388	3411	101	59	42	1527	4202	328	848	877	550	test
SIN3A@07625	822	1792	370	261	266	1827	2026	1475	730	5174	935	test
SIN3A@07626	1717	2406	408	49	204	999	4002	3130	795	6839	1432	test
SIN3A@07627	1702	1067	118	84	94	386	1561	524	553	195	939	test
SIN3A@07628	5049	4978	1526	1238	1334	4498	6792	980	1275	12901	2184	test
SIN3A@07629	2477	1718	508	72	68	84	50	6	529	139	1243	test
SIN3A@07630	1989	3075	236	252	389	1384	2131	867	2924	3339	1562	test
SIN3A@07631	4285	4161	1433	1438	1467	3698	3422	974	1506	655	512	test
SIN3A@07632	3615	5085	996	811	1204	2566	2137	909	1026	4155	1407	test
SIN3A@07633	37	2586	127	17	25	753	19	1573	986	249	721	test
SIN3A@07634	483	1226	239	16	28	219	1174	521	474	2311	878	test
SIN3A@07635	3291	5343	1121	1336	1676	6278	3911	3168	2692	4501	1865	test
SIN3A@07636	1296	1841	422	435	473	2119	2999	1534	1850	727	437	test
SIN3A@07637	2523	4270	547	485	471	3795	3589	3218	1164	7840	1521	test
SIN3A@07638	1674	2058	540	423	537	1876	1113	1334	1456	527	984	test
SIN3A@07639	5126	2441	1911	1928	2395	7200	2306	962	860	2471	955	test
SIN3A@07640	1503	3560	750	49	129	1811	820	1985	1356	7002	830	test
SIN3A@07641	8574	5486	1936	1921	2290	7703	5451	2334	4701	5734	2908	test
SIN3A@07642	5407	3054	2056	2358	2661	4405	1913	792	586	12811	1394	test
SIN3A@07643	8111	3516	2155	2493	2992	6171	7963	3514	1402	2576	1958	test
SIN3A@07644	5619	4226	1279	1511	1760	6476	5598	2800	1591	5118	1418	test
SIN3A@07645	2519	1078	940	111	167	1302	1692	1787	1888	13300	861	test
SIN3A@07646	3200	4172	1248	1095	1358	4104	3462	988	1150	996	735	test
SIN3A@07647	1367	3005	188	21	14	773	1780	222	313	6185	303	test
SIN3A@07648	556	943	187	54	61	1168	3296	49	406	5687	1129	test
SIN3A@07649	3087	5519	678	738	692	3835	7434	2384	4235	8162	1550	test
SIN3A@07650	3994	2092	708	402	370	2726	7379	6597	2842	11721	1714	test
SIN3A@07651	3372	3279	1120	748	844	3247	4377	1181	1112	617	1347	test
SIN3A@07652	2988	1384	394	368	555	1991	4238	1521	1137	1322	1197	test
SIN3A@07653	4362	2280	1172	1159	1326	2761	3694	631	1728	2801	1342	test
SIN3A@07654	3301	2270	304	89	146	1818	6602	1981	970	16980	1919	test
SIN3A@07655	1723	2201	154	28	5	726	1320	547	748	1914	486	test
SIN3A@07656	4877	4404	1138	1227	1240	3418	2930	2387	787	4494	2198	test
SIN3A@07657	14742	11632	3581	4332	5207	16046	12777	6100	3616	13315	4114	test
SIN3A@07658	4958	3916	1879	1744	2204	4573	4684	619	1224	10862	382	test
SIN3A@07659	1741	1476	203	27	161	1753	1809	742	693	9473	1775	test
SIN3A@07660	1572	1584	156	26	5	1864	1061	1368	3584	3300	1147	test
SIN3A@07661	4111	2469	1083	1306	1571	4558	4655	1063	2441	1802	1672	test
SIN3A@07662	4221	4174	542	564	671	1331	1694	3087	698	1662	833	test
SIN3A@07663	4786	6915	1084	1129	1079	4403	8253	1877	2348	3890	2963	test
SIN3A@07664	1713	1989	516	572	681	2222	4009	1297	2117	3230	973	test
SIN3A@07665	1371	2675	477	106	129	1943	2102	1989	1549	5258	1207	test
SIN3A@07666	5545	3373	1719	2021	2387	5694	6966	1634	1418	5303	1067	test
SIN3A@07667	652	3839	314	154	141	1728	1868	129	2540	2634	1299	test
SIN3A@07668	4139	2757	694	863	973	2275	652	1741	804	5484	1394	test
SIN3A@07669	2414	2815	312	108	56	2028	2705	986	1244	1298	434	test
SIN3A@07670	2517	1331	535	186	201	3255	2384	204	835	9840	1932	test
SIN3A@07671	752	1085	453	41	34	506	384	739	1168	210	793	test
SIN3A@07672	2165	744	688	797	977	2483	1976	58	1338	3919	375	test
SIN3A@07673	1879	409	197	38	83	27	16	1460	1476	3270	91	test
SIN3A@07674	2674	3139	327	78	150	2938	3613	1228	2837	2755	1545	test
SIN3A@07675	1789	2128	194	78	50	1232	1170	401	1189	4181	975	test
SIN3A@07676	4768	2432	1364	1268	1606	4821	5094	1605	839	2100	805	test
SIN3A@07677	2746	2050	316	64	125	2599	1252	2942	423	3130	489	test
SIN3A@07678	1918	2783	331	372	378	1771	4299	2797	628	2876	734	test
SIN3A@07679	7099	5018	1768	1755	2172	4476	4229	1705	3122	4701	2285	test
SIN3A@07680	515	1714	262	25	117	251	439	377	920	161	305	test
SIN3A@07681	1394	858	482	60	44	688	494	922	325	329	266	test
SIN3A@07682	1627	3057	451	576	617	2122	900	1918	2905	670	960	test
SIN3A@07683	5099	3373	1167	1172	1463	4124	3860	5354	2428	3758	1458	test
SIN3A@07684	4285	5942	452	441	404	2540	5344	1162	1018	4503	948	test
SIN3A@07685	8212	8361	2781	2945	3531	8988	5862	3649	2734	6583	1686	test
SIN3A@07686	963	743	327	199	378	805	626	520	632	292	376	test
SIN3A@07687	777	1945	231	28	31	1352	1845	514	336	1365	1135	test
SIN3A@07688	4960	6654	735	226	236	1578	5869	1944	3339	7871	1656	test
SIN3A@07689	2324	2859	526	528	493	1485	1976	1657	695	2003	1088	test
SIN3A@07690	5250	1775	1617	1789	2190	5584	3034	1470	1430	1026	412	test
SIN3A@07691	1512	946	325	395	474	795	930	271	900	304	480	test
SIN3A@07692	614	686	411	92	92	962	1433	184	441	3015	332	test
SIN3A@07693	1531	1148	216	48	27	526	2530	907	353	136	1119	test
SIN3A@07694	2440	3198	478	472	496	1023	1715	371	1894	5528	683	test
SIN3A@07695	2698	4504	1228	1341	1520	3157	3484	1629	2080	1371	726	test
SIN3A@07696	5020	5835	1757	1448	1653	3370	4999	220	5242	12762	515	test
SIN3A@07697	351	75	12	8	2	313	224	4	47	99	482	test
SIN3A@07698	410	1740	160	51	23	431	2522	17	638	1417	1316	test
SIN3A@07699	1250	1986	239	14	62	214	2982	445	547	4624	996	test
SIN3A@07700	5836	3789	1489	1698	2054	6308	7989	1733	1230	816	1589	test
SIN3A@07701	448	1929	187	92	67	419	328	766	794	2898	705	test
SIN3A@07702	1446	1438	530	360	411	664	1280	148	57	2298	525	test
SIN3A@07703	52	473	0	0	2	556	1018	629	724	1734	1412	test
SIN3A@07704	2850	3730	1656	151	181	1175	2592	1786	811	8175	1457	test
SIN3A@07705	1917	2726	517	393	394	1710	3121	1319	1209	452	1886	test
SIN3A@07706	2068	1559	766	561	687	1649	2896	2197	3018	5274	884	test
SIN3A@07707	4344	2423	904	1011	1186	2848	1853	647	2208	4452	1176	test
SIN3A@07708	1708	1685	260	93	88	1303	1419	1286	877	807	1082	test
SIN3A@07709	1234	2545	533	626	643	2713	2799	1086	731	1942	594	test
SIN3A@07710	3858	2586	1286	1650	1986	5279	3792	857	1058	6210	804	test
SIN3A@07711	6423	2262	2044	2022	2316	5115	5214	2222	1074	3826	208	test
SIN3A@07712	2212	2358	171	81	136	701	2811	515	840	6617	707	test
SIN3A@07713	1593	5302	312	57	129	1283	5544	4040	1387	9619	2254	test
SIN3A@07714	4678	3173	1710	460	404	4627	4135	2605	1835	13864	2052	test
SIN3A@07715	5406	6003	1186	1265	1449	4808	4074	2173	2193	14439	2207	test
SIN3A@07716	6850	6805	1583	1329	1738	6278	5984	2721	2091	13575	1455	test
SIN3A@07717	1710	2036	246	152	155	1167	927	2034	463	1924	540	test
SIN3A@07718	1749	2396	310	309	435	1124	3779	134	769	1227	1250	test
SIN3A@07719	6985	3497	2106	2471	3089	7046	2599	481	2219	1128	662	test
SIN3A@07720	2394	1431	791	708	896	2545	2940	809	1395	529	81	test
SIN3A@07721	365	1186	107	70	61	855	999	597	648	343	274	test
SIN3A@07722	6978	5815	2471	2068	2543	6190	3346	2190	4235	7686	2242	test
SIN3A@07723	3598	3542	1377	1492	1825	4886	3435	2784	3763	5867	346	test
SIN3A@07724	2625	2909	836	795	1062	2619	2845	1063	1481	3324	682	test
SIN3A@07725	5712	3037	1622	2087	2367	5455	3036	2938	1065	2857	1091	test
SIN3A@07726	3293	2764	1072	1122	1366	2781	3207	1626	1893	651	182	test
SIN3A@07727	7476	3154	2753	2428	2806	5572	3629	3597	2223	11074	662	test
SIN3A@07728	1210	807	679	504	619	1717	3075	638	2282	1688	265	test
SIN3A@07729	4349	4381	1793	1552	1837	3881	5057	3768	2396	4004	2926	test
SIN3A@07730	2513	2983	757	814	914	2256	1920	190	103	255	1059	test
SIN3A@07731	1823	622	240	87	68	622	2353	812	332	5076	1968	test
SIN3A@07732	4489	2149	1875	2076	2256	4892	2922	468	1968	3605	1181	test
SIN3A@07733	841	2545	112	17	80	278	2415	202	188	78	865	test
SIN3A@07734	2884	4825	984	867	1121	4045	2713	2451	1250	8046	727	test
SIN3A@07735	1076	852	204	74	43	2258	2100	332	520	224	935	test
SIN3A@07736	2796	1575	899	916	990	1743	1626	753	143	3925	535	test
SIN3A@07737	1425	1926	413	416	565	1236	2109	2158	863	5164	918	test
SIN3A@07738	3349	1244	330	124	188	931	4548	3777	2741	9628	369	test
SIN3A@07739	3617	4715	1181	382	624	3467	4174	3807	3798	4010	2199	test
SIN3A@07740	5670	4573	857	503	757	3765	4135	1569	2207	15410	1059	test
SIN3A@07741	4780	1878	1703	1799	2206	5104	3846	435	983	5091	936	test
SIN3A@07742	729	1696	116	15	42	1257	1051	97	692	8126	206	test
SIN3A@07743	7364	2743	2328	1931	2266	6088	5133	2117	1771	11179	1737	test
SIN3A@07744	2106	2801	320	123	96	929	1343	1422	2067	1950	623	test
SIN3A@07745	3298	3392	1478	903	945	4123	6097	1519	1375	824	2494	test
SIN3A@07746	4607	7901	1340	1036	992	3098	5255	2123	547	7500	1854	test
SIN3A@07747	8910	4154	2570	3323	3930	8061	2824	1207	1202	1348	367	test
SIN3A@07748	3855	3608	756	576	841	3711	6665	2507	1712	6788	1549	test
SIN3A@07749	4181	4548	1187	878	909	2558	9227	3245	2130	15790	1837	test
SIN3A@07750	6780	9221	1233	469	581	5785	9288	4084	3464	23319	2888	test
SIN3A@07751	3487	5202	1510	732	828	1714	1364	1488	941	3361	1772	test
SIN3A@07752	16012	9535	4106	4357	5020	14212	11030	4883	6475	32992	5282	test
SIN3A@07753	3941	6538	755	154	194	1490	2884	3518	3117	11560	2318	test
SIN3A@07754	8113	10145	2775	1554	1697	5767	4087	707	3004	12283	3218	test
SIN3A@07755	2764	2085	256	94	79	1577	3325	1197	1124	3975	1105	test
SIN3A@07756	1989	4606	357	114	330	2893	3993	4626	2930	12232	1448	test
SIN3A@07757	5487	2984	1717	2035	2514	4307	3993	1069	1023	6325	500	test
SIN3A@07758	9529	4920	2931	3751	4518	11168	7541	617	1654	11197	2725	test
SIN3A@07759	6102	6778	2295	1668	1950	9089	7258	3486	1953	10079	2886	test
SIN3A@07760	3315	5522	1362	642	764	3253	7473	2205	1464	4857	4713	test
SIN3A@07761	816	1511	222	33	75	1737	5308	2900	1433	5173	2214	test
SIN3A@07762	13424	12659	3804	4167	5173	12315	12451	5465	3856	6268	2436	test
SIN3A@07763	1298	2186	119	50	12	1014	2077	642	1878	5205	1110	test
SIN3A@07764	3243	1305	698	676	768	2238	2233	1393	1811	1864	693	test
SIN3A@07765	9601	10138	2439	2196	2618	9492	12944	8721	1671	9134	1970	test
SIN3A@07766	3960	4402	1636	1019	1056	3107	4804	1230	2579	21202	1154	test
SIN3A@07767	3566	5776	928	114	151	1878	3352	1186	4546	4685	1673	test
SIN3A@07768	624	2128	294	56	90	2511	3647	623	418	2678	2154	test
SIN3A@07769	7054	5603	2333	1868	2250	5392	4805	3211	2310	6777	3188	test
SIN3A@07770	8215	5215	2030	2282	2785	6742	10115	2064	2007	5952	1509	test
SIN3A@07771	1499	2485	270	63	59	1256	3373	714	942	1132	441	test
SIN3A@07772	2964	2380	1435	500	560	2595	3627	364	922	3273	1276	test
SIN3A@07773	3812	3662	1014	1069	1184	2953	5741	1405	2238	8215	1193	test
SIN3A@07774	6219	4550	1233	1178	1557	5036	6538	7236	2735	8246	1064	test
SIN3A@07775	1557	5905	712	118	108	4211	7363	4517	2378	5819	1939	test
SIN3A@07776	2686	5014	398	178	211	1954	3003	3106	2013	2651	1396	test
SIN3A@07777	3916	1777	1058	1218	1590	3194	4696	984	729	622	222	test
SIN3A@07778	2167	1581	709	421	541	1510	3796	2379	2375	8463	808	test
SIN3A@07779	4438	4508	1107	893	1039	5697	6413	3422	3747	4145	2541	test
SIN3A@07780	2015	3080	685	118	157	1212	4510	2305	654	13476	1958	test
SIN3A@07781	6693	2630	1305	1376	1877	5658	5279	3962	1928	5889	1951	test
SIN3A@07782	6003	1987	1635	2105	2413	7041	3992	1261	1536	10610	1629	test
SIN3A@07783	1247	1899	429	184	183	2383	3883	328	1147	442	563	test
SIN3A@07784	5036	4924	1338	616	723	2916	5003	1470	1640	1810	1606	test
SIN3A@07785	2977	6204	1206	974	1310	3962	5163	1483	2623	764	1889	test
SIN3A@07786	1787	842	182	35	43	188	762	5	1064	164	1067	test
SIN3A@07787	3982	1332	1757	1053	1191	2312	2886	1361	970	7243	1059	test
SIN3A@07788	3997	4122	1492	1236	1280	4336	4663	1005	793	551	1039	test
SIN3A@07789	906	1540	27	31	13	43	1952	258	910	92	6	test
SIN3A@07790	5612	5338	1443	1574	1910	5082	3231	1147	1454	13935	2175	test
SIN3A@07791	4104	6217	1485	1210	1398	2981	3738	801	4320	1262	1028	test
SIN3A@07792	6679	5354	1053	1120	1270	3952	5452	2754	3057	10976	1546	test
SIN3A@07793	4715	4640	1424	1339	1858	4122	3066	2068	2787	9846	1241	test
SIN3A@07794	1031	2207	530	110	181	1683	5176	3238	2778	4835	1383	test
SIN3A@07795	6635	6740	1661	1156	1221	4417	3561	2533	4643	4755	1603	test
SIN3A@07796	3127	1261	438	213	662	2188	1960	2854	3226	861	1111	test
SIN3A@07797	3919	2982	1462	934	1134	3541	4010	3694	4128	2836	1787	test
SIN3A@07798	1646	3778	193	26	56	1443	1182	1380	4544	797	2010	test
SIN3A@07799	8425	7648	2743	2183	2694	10746	8870	4396	2934	7253	1182	test
SIN3A@07800	2327	1573	614	709	854	1978	2435	864	963	4478	797	test
SIN3A@07801	189	3482	184	74	38	1502	2369	3610	2761	46185	2564	test
SIN3A@07802	2812	3687	1126	421	426	1507	2991	4088	2792	7181	2066	test
SIN3A@07803	9827	3441	3124	3123	3688	9643	2913	1104	4343	4792	1454	test
SIN3A@07804	1028	1515	785	375	401	1034	1576	1103	1940	496	590	test
SIN3A@07805	1889	3914	1057	70	230	1661	1838	2535	2728	607	969	test
SIN3A@07806	2589	1634	138	82	77	699	3552	3247	3033	692	2199	test
SIN3A@07807	3737	6869	357	92	56	2568	3498	7590	6063	11983	1071	test
SIN3A@07808	3549	2950	1195	991	1186	3002	2769	935	791	2069	203	test
SIN3A@07809	2953	3265	1199	1199	1524	3420	2417	1409	1696	670	1061	test
SIN3A@07810	2040	3081	507	579	772	1573	2619	449	869	2351	894	test
SIN3A@07811	2984	1398	540	43	20	1881	2268	727	715	1216	984	test
SIN3A@07812	2465	2413	1142	897	1082	2958	2740	626	352	387	1232	test
SIN3A@07813	6172	3924	1479	1120	1388	2975	5301	3833	6439	4255	1519	test
SIN3A@07814	1794	3426	445	369	407	1115	2704	917	312	2689	1407	test
SIN3A@07815	2897	2328	1558	1013	1461	3167	1289	4031	7685	17594	1918	test
SIN3A@07816	2188	523	1121	162	220	1007	1631	877	2026	3952	2150	test
SIN3A@07817	6714	2413	2580	2841	3301	7652	5195	2589	1144	4718	998	test
SIN3A@07818	5225	4908	3143	1699	2157	5412	5210	6570	4798	9420	2414	test
SIN3A@07819	1346	1458	520	26	129	1180	1215	1366	2342	2167	720	test
SIN3A@07820	2532	3560	1453	561	642	3002	5217	2171	3331	6761	1736	test
SIN3A@07821	12045	4298	4824	3898	4077	9372	8464	21693	21670	158527	9844	test
SIN3A@07822	3548	2747	784	880	977	2584	2519	6227	1696	10254	1186	test
SIN3A@07823	2264	1761	646	798	763	1997	1270	3344	2137	11693	1239	test
SIN3A@07824	1060	2408	730	81	211	270	442	2024	1660	367	989	test
SIN3A@07825	224	372	475	26	14	717	31	1097	1536	393	1082	test
SIN3A@07826	513	951	16	12	15	119	431	136	1102	181	5	test
SIN3A@07827	2194	605	851	447	476	1455	3085	3980	5185	13834	869	test
SIN3A@07828	2420	2915	769	499	214	890	1856	7643	4540	75240	4726	test
SIN3A@07829	1407	3721	463	79	50	2592	5321	1961	4959	25001	1835	test
SIN3A@07830	2580	3009	885	310	222	970	2380	6479	6778	47078	4764	test
SIN3A@07831	4099	2286	831	499	623	4200	3436	1679	2264	2432	379	test
SIN3A@07832	1721	425	768	727	1064	1661	980	1055	5373	9625	916	test
SIN3A@07833	2227	2017	920	460	783	2104	1130	1497	2451	67441	1550	test
SIN3A@07834	572	939	843	97	191	1737	2944	4916	3442	28305	1039	test
SIN3A@07835	2727	1326	867	197	589	1234	1422	3441	4561	16940	1096	test
SIN3A@07836	926	2242	151	44	173	1151	1324	1146	1225	5693	734	test
SIN3A@07837	1261	1431	287	33	3	569	443	1832	728	4013	199	test
SIN3A@07838	796	1013	140	76	71	646	1578	194	359	2470	906	test
SIN3A@07839	1939	4615	423	81	119	2097	4701	5240	3588	9108	2653	test
SIN3A@07840	4838	3184	1725	1814	2322	5098	5065	1147	3482	6917	1384	test
SIN3A@07841	3219	4598	933	651	913	4933	6464	3108	1866	11986	2018	test
SIN3A@07842	2036	1281	712	503	498	1405	1747	1205	969	1441	765	test
SIN3A@07843	4149	3427	1156	1014	1034	3512	3570	7556	3984	4687	1400	test
SIN3A@07844	4665	4939	759	92	239	2127	1868	2842	2166	2298	960	test
SIN3A@07845	1076	1277	509	144	303	1437	2373	1025	2367	5665	566	test
SIN3A@07846	2885	1405	1182	969	1093	3895	1771	3448	2830	8225	1715	test
SIN3A@07847	2860	2166	1393	542	602	3999	1540	7545	8811	11339	1452	test
SIN3A@07848	6122	2279	3172	2655	2891	7043	3415	11118	10159	132910	5447	test
SIN3A@07849	2629	945	804	659	427	977	2055	5845	1467	28656	2936	test
SIN3A@07850	6935	3422	4122	2203	2685	6925	2189	10846	11916	22605	4023	test
SIN3A@07851	3153	1598	1577	239	406	1104	4061	5565	6798	2300	1359	test
SIN3A@07852	1005	304	670	88	39	299	1087	4356	3254	9537	284	test
SIN3A@07853	856	298	386	54	238	815	4571	4121	9010	1485	760	test
SIN3A@07854	8927	3894	4021	2540	3431	8462	7218	3876	7532	9815	2589	test
SIN3A@07855	414	613	268	207	288	534	429	1532	2782	1201	686	test
SIN3A@07856	2857	2354	1317	1184	1560	4714	3568	1356	2037	791	970	test
SIN3A@07857	135	465	15	23	82	2116	516	783	988	2147	538	test
SIN3A@07858	1911	3019	1218	659	730	2035	2163	2852	1899	7567	1632	test
SIN3A@07859	7664	4267	1800	2170	2493	6479	7605	2803	5696	9410	1079	test
SIN3A@07860	701	1460	201	60	65	1124	1779	2040	569	3468	822	test
SIN3A@07861	1446	6122	260	79	333	2549	4268	2091	2139	7509	1535	test
SIN3A@07862	1324	1174	270	32	198	2291	1437	1141	2292	4975	792	test
SIN3A@07863	1138	693	185	38	57	762	2381	138	2459	4601	434	test
SIN3A@07864	3466	2877	834	862	1088	2551	2446	3536	368	6961	217	test
SIN3A@07865	2317	2129	1348	603	760	3775	2655	5468	5307	7484	964	test
SIN3A@07866	2595	3061	1088	1277	1313	2425	1590	1516	277	540	303	test
SIN3A@07867	4366	3069	1140	151	427	2779	1358	1878	6014	10643	934	test
SIN3A@07868	4070	3390	1603	1404	1656	5162	2383	1270	732	2168	827	test
SIN3A@07869	435	1332	679	78	81	1740	996	992	2419	4565	706	test
SIN3A@07870	355	486	129	56	78	33	733	1377	2338	4990	714	test
SIN3A@07871	2764	1584	1530	171	283	1957	1771	5365	8601	6946	1829	test
SIN3A@07872	11213	8625	4596	4728	5749	14861	7265	2841	1710	6002	2199	test
SIN3A@07873	4647	3175	407	400	410	2904	6165	1148	1690	21158	2163	test
SIN3A@07874	3665	4218	1122	746	912	3641	5446	583	1023	3286	620	test
SIN3A@07875	4035	3515	1332	1456	1775	4020	3141	1141	3169	5972	834	test
SIN3A@07876	4234	7332	1681	1877	2171	4451	6372	2678	4863	15231	1039	test
SIN3A@07877	895	2179	678	282	367	1777	1125	2715	2300	4798	360	test
SIN3A@07878	2579	1948	803	936	1004	2156	2593	1419	2236	5017	558	test
SIN3A@07879	7517	3712	2016	2173	2552	4924	5500	276	1636	4208	2205	test
SIN3A@07880	16994	8994	5706	5102	6179	18678	11406	5885	4952	13495	2949	test
SIN3A@07881	3097	3024	1271	1297	1560	4497	3025	592	613	453	1066	test
SIN3A@07882	732	1294	291	27	164	448	350	323	346	76	162	test
SIN3A@07883	1931	862	280	125	154	800	1975	4276	2508	9144	522	test
SIN3A@07884	4341	2989	1032	1015	1254	3233	5988	3629	2598	3692	2384	test
SIN3A@07885	5299	4810	1780	1731	2228	8474	5577	2903	3939	9509	2075	test
SIN3A@07886	1907	2608	709	916	1079	2606	1048	452	964	506	238	test
SIN3A@07887	389	562	273	82	161	234	333	342	1572	203	512	test
SIN3A@07888	1097	627	937	155	247	916	3600	1658	419	220	360	test
SIN3A@07889	1679	1638	259	61	32	1481	1471	1416	240	116	731	test
SIN3A@07890	158	289	162	19	8	137	843	552	1157	2162	11	test
SIN3A@07891	1032	3008	750	89	127	819	2716	5841	1891	7398	1519	test
SIN3A@07892	488	1999	39	22	45	843	34	1461	1238	929	1590	test
SIN3A@07893	5464	6131	1678	1174	1369	5746	6855	1256	3595	8418	2307	test
SIN3A@07894	7118	5617	1919	1946	2705	7055	7517	1803	5481	14794	1191	test
SIN3A@07895	3412	6941	1085	135	235	2805	1236	2998	3700	6656	1436	test
SIN3A@07896	2161	2165	392	342	365	2025	850	522	421	202	616	test
SIN3A@07897	290	309	33	16	16	159	1547	1562	1422	3383	643	test
SIN3A@07898	2837	1451	876	760	1078	2677	4764	1396	1993	9959	1130	test
SIN3A@07899	1688	1869	749	384	665	952	4484	1811	2320	4677	881	test
SIN3A@07900	3282	1298	1197	1265	1451	3379	1180	1956	2240	2523	444	test
SIN3A@07901	3089	3094	1143	1279	1344	3280	3353	5688	5924	9695	928	test
SIN3A@07902	818	1670	546	40	6	404	291	611	971	2045	729	test
SIN3A@07903	5780	4904	540	325	321	4781	7586	3452	1613	17224	3810	test
SIN3A@07904	922	1960	840	90	289	998	842	3181	2469	4262	395	test
SIN3A@07905	502	857	420	86	127	826	2226	3866	2734	6328	632	test
SIN3A@07906	543	58	194	42	63	25	21	1565	1926	3517	474	test
SIN3A@07907	506	1256	335	146	135	126	72	2063	2700	2232	173	test
SIN3A@07908	0	0	0	3	0	10	407	2	539	84	511	test
SIN3A@07909	3353	2448	1274	1016	1707	2710	2804	3085	1984	3830	591	test
SIN3A@07910	3460	2379	1264	1471	1685	4295	2147	2057	609	4556	601	test
SIN3A@07911	92	1565	81	21	82	489	219	1341	354	2277	192	test
SIN3A@07912	1777	2730	622	605	749	3031	4256	3393	2803	13761	1739	test
SIN3A@07913	745	2894	106	29	149	1119	2052	551	3460	3457	1127	test
SIN3A@07914	2993	1605	822	760	1061	2077	3544	5172	6009	6222	85	test
SIN3A@07915	1340	739	743	492	525	2190	423	1838	1148	479	1069	test
SIN3A@07916	1384	761	112	53	109	973	2112	2269	635	1861	156	test
SIN3A@07917	7606	2283	3604	2216	2976	7475	4570	7681	2602	7077	1584	test
SIN3A@07918	601	156	283	28	124	616	60	771	1142	5036	199	test
SIN3A@07919	4823	2395	2024	1790	2197	5014	3267	5078	5122	4496	682	test
SIN3A@07920	2055	2643	1094	459	724	2682	2334	4502	4420	5049	764	test
SIN3A@07921	3472	4910	1590	567	1081	3383	3649	5573	9641	8964	2825	test
SIN3A@07922	1100	378	681	76	180	912	101	1748	1220	518	418	test
SIN3A@07923	1159	2769	489	34	16	373	1440	1001	989	3189	429	test
SIN3A@07924	794	1830	95	111	83	2991	1954	461	2683	7288	1529	test
SIN3A@07925	1678	907	892	466	553	1594	2481	4243	2477	2077	181	test
SIN3A@07926	3870	1719	1716	1416	1824	4165	2901	4991	3785	2668	2100	test
SIN3A@07927	615	2372	599	66	114	820	1699	5705	2191	8773	1179	test
SIN3A@07928	2275	1661	1176	947	1223	2972	865	2286	3080	3648	733	test
SIN3A@07929	1302	4447	746	446	523	2006	4837	1334	2321	4681	1209	test
SIN3A@07930	1844	2880	525	424	432	1385	434	682	216	3738	264	test
SIN3A@07931	3594	2935	1185	1120	1149	4746	6457	3931	2456	8278	882	test
SIN3A@07932	2777	3760	1149	104	100	1577	2785	3698	1774	473	945	test
SIN3A@07933	12568	7299	3391	2723	3589	6592	11336	9133	10924	17495	2180	test
